posteam,team_name,pass_to_run,shotgun_freq,no_huddle_freq,short_passes_freq,deep_passes_freq,middle_passes,side_passes,scramble_freq,first_down_rush_pct,epa_pass,epa_run,yac,inside_run_pct,outside_run_pct,yards_gained_1,yards_gained_2,yards_gained_3,yards_gained_4,ydstogo_3rd_down,avg_air_yards,team_conf,team_division,team_logo_espn,team_color,team_color2,scheme,score_west_coast_mcvay,score_air_raid,score_spread_option,score_west_coast,score_run_power,score_pistol_power_spread,score_shanahan_wide_zone,cap_space_all,PointsScored,TotalYds,TotalTO,TotalFumblesLost,Total1stdowns,PassingYds,PassingTD,Int,Passing1stD,Att,RushingYds,RushingTD,Y/A,1stD,Penalties,PenYards,PctScoreDrives,TO%,PointsScored_Rank,TotalYds_Rank,TotalTO_Rank,PassingYds_Rank,PassingTD_Rank,Int_Rank,Passing1stD_Rank,Y/A_Rank,RushingYds_Rank,RushingTD_Rank,PctScoreDrives_Rank,TO%_Rank
KC,Kansas City Chiefs,0.6137184115523465,0.7382671480144405,0.0117328519855595,0.8127925117004681,0.1201248049921996,0.2137285491419656,0.719188767550702,0.0573529411764705,0.3261538461538461,0.0919766500592231,0.0371033363044261,5.79950475692749,0.7663551401869159,0.2313084112149532,5.309368133544922,5.163934230804443,5.4311113357543945,3.117647171020508,6.328888893127441,6.366220951080322,AFC,AFC West,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,#E31837,#FFB612,Run Power,0.2588447653429603,0.3063273822574308,0.1288905591527375,0.2997561089612188,0.4013681298289417,0.3022646755043019,0.1289864598412894,-8214328.0,385.0,5570.0,14.0,3.0,350.0,3780.0,26.0,11.0,219.0,450.0,1790.0,15.0,4.0,106.0,94.0,829.0,43.2,8.3,15.0,16.0,4.0,14.0,11.0,11.0,5.0,27.0,22.0,15.0,10.0,8.0
LA,Los Angeles Rams,0.5775193798449613,0.5465116279069767,0.0852713178294573,0.7702702702702703,0.1722972972972972,0.1925675675675675,0.75,0.0067114093959731,0.382636655948553,0.0573845952749252,-0.0449269637465477,5.335149765014648,0.8119266055045872,0.1811926605504587,5.814254760742188,5.648093700408936,4.602040767669678,5.458333492279053,6.494897842407227,7.39068078994751,NFC,NFC West,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,#003594,#FFD100,West Coast McVay,0.447238452563172,0.1941176470588241,0.0674418604651162,0.395935300520235,0.5797755224291112,0.2687580016083513,0.4136287334382859,30337585.0,367.0,5633.0,14.0,5.0,342.0,3868.0,22.0,9.0,192.0,450.0,1765.0,15.0,3.9,119.0,91.0,798.0,39.1,8.3,20.0,15.0,4.0,10.0,16.0,7.0,14.0,31.0,24.0,15.0,16.0,8.0
LAC,Los Angeles Chargers,0.5693501454898157,0.6459747817652765,0.0368574199806013,0.7093862815884476,0.2057761732851985,0.2148014440433213,0.7003610108303249,0.0562180579216354,0.3846153846153846,0.0962522700428962,-0.0315274335443973,5.032738208770752,0.7387387387387387,0.25,5.180327892303467,6.228228092193604,5.2580647468566895,7.4375,7.055299758911133,8.607495307922363,AFC,AFC West,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,#007BC7,#ffc20e,Run Power,0.4099737615123587,0.0080766749570883,0.091949563530553,0.4000262384876416,0.6194270410080307,0.2761271114265351,0.5031450319560804,93825148.0,402.0,5511.0,9.0,6.0,316.0,3629.0,23.0,3.0,176.0,463.0,1882.0,17.0,4.1,110.0,96.0,718.0,42.9,4.4,11.0,20.0,2.0,19.0,13.0,1.0,20.0,20.0,17.0,11.0,11.0,1.0
LV,Las Vegas Raiders,0.654562383612663,0.723463687150838,0.1089385474860335,0.7730600292825769,0.1493411420204978,0.1947291361639824,0.7276720351390923,0.0284495021337126,0.2717770034843205,-0.0913973525166511,-0.2371037304401397,5.026829242706299,0.8113207547169812,0.1698113207547169,5.162637233734131,4.740633964538574,4.684684753417969,5.480000019073486,7.211711883544922,7.0714287757873535,AFC,AFC West,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,#000000,#A5ACAF,Pistol Power Spread,0.29514667552331,0.3966310093614615,0.0728003597831942,0.3460334665781043,0.0773584905660376,0.7399616818854429,0.0,39164572.0,309.0,5154.0,29.0,13.0,310.0,3797.0,19.0,16.0,209.0,380.0,1357.0,10.0,3.6,78.0,96.0,807.0,33.0,15.2,29.0,27.0,29.0,13.0,28.0,25.0,8.0,32.0,32.0,28.0,27.0,30.0
MIA,Miami Dolphins,0.5994550408719346,0.7665758401453224,0.0554041780199818,0.7858267716535433,0.1385826771653543,0.2031496062992126,0.721259842519685,0.0378787878787878,0.2893890675241157,0.0615185834467411,-0.1835652440786361,5.411622047424316,0.6190476190476191,0.365079365079365,5.514644145965576,5.252840995788574,4.476190567016602,3.645161390304565,7.104762077331543,6.321976184844971,AFC,AFC East,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,#008E97,#F58220,Shanahan Wide Zone,0.4896247262574643,0.2503753166681743,0.2012595607160218,0.3134285278527612,0.1516348773841964,0.1887404392839781,0.1516348773841964,22436815.0,345.0,5532.0,21.0,11.0,344.0,3737.0,22.0,10.0,221.0,448.0,1795.0,12.0,4.0,90.0,114.0,926.0,39.0,11.0,22.0,18.0,17.0,15.0,16.0,10.0,4.0,27.0,21.0,23.0,17.0,19.0
MIN,Minnesota Vikings,0.5916824196597353,0.4933837429111531,0.106805293005671,0.7202680067001676,0.1959798994974874,0.2060301507537688,0.7102177554438861,0.0463258785942492,0.3225806451612903,0.0731334239244461,-0.062131255865097,4.925824165344238,0.6898148148148148,0.3032407407407407,5.825806617736816,5.968660831451416,5.467336654663086,2.230769157409668,7.482411861419678,8.457037925720215,NFC,NFC North,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,#4F2683,#FFC62F,West Coast McVay,0.5536380052384626,0.0350427350427352,0.0249527410207939,0.3070620057985691,0.3861641343728845,0.2329379942014309,0.3696826528914033,52594040.0,432.0,5898.0,21.0,9.0,353.0,4043.0,35.0,12.0,210.0,457.0,1855.0,9.0,4.1,100.0,110.0,845.0,41.4,10.5,9.0,12.0,17.0,6.0,5.0,16.0,7.0,20.0,19.0,29.0,13.0,17.0
NE,New England Patriots,0.5933147632311978,0.6666666666666666,0.0900649953574744,0.7753001715265866,0.1286449399656946,0.2126929674099485,0.6912521440823327,0.0876369327073552,0.376865671641791,-0.0994772240519523,-0.0615621209144592,4.959064483642578,0.7534246575342466,0.2328767123287671,4.778801918029785,5.750724792480469,3.7710280418396,4.291666507720947,7.065420627593994,7.29791259765625,AFC,AFC East,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,#002244,#C60C30,West Coast McVay,0.6030423039581483,0.0524527008407733,0.0200557103064065,0.566957696041852,0.494713244552982,0.4379477056396946,0.2076030094656332,114767401.0,289.0,4964.0,23.0,12.0,301.0,2995.0,18.0,11.0,167.0,446.0,1969.0,11.0,4.4,101.0,111.0,916.0,30.9,12.9,30.0,31.0,21.0,32.0,31.0,11.0,28.0,13.0,13.0,25.0,28.0,24.0
NO,New Orleans Saints,0.5868945868945868,0.560303893637227,0.0959164292497625,0.7360406091370558,0.1945854483925549,0.2453468697123519,0.6852791878172588,0.0436893203883495,0.3992805755395683,-0.1006790250539779,0.0026375628076493,5.400000095367432,0.6160919540229886,0.3793103448275862,5.030162334442139,5.530086040496826,5.460464954376221,6.629629611968994,7.548837184906006,8.054545402526855,NFC,NFC South,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,#D3BC8D,#000000,West Coast McVay,0.7002519251435582,0.0565217391304351,0.0393162393162394,0.3700432081305133,0.4604004163869959,0.1699567918694867,0.4282320622454835,-21527271.0,338.0,5442.0,19.0,7.0,304.0,3488.0,21.0,12.0,167.0,444.0,1954.0,15.0,4.4,111.0,110.0,1003.0,34.8,9.4,24.0,21.0,11.0,23.0,20.0,16.0,28.0,13.0,14.0,15.0,23.0,12.0
NYG,New York Giants,0.6194444444444445,0.6861111111111111,0.1287037037037037,0.78125,0.134375,0.2046875,0.7109375,0.0433482810164424,0.3795620437956204,-0.1470912992954254,-0.0448347367346286,4.745901584625244,0.8199513381995134,0.1751824817518248,5.148063659667969,4.624260425567627,4.678260803222656,3.4594595432281494,6.89130449295044,6.858361721038818,NFC,NFC East,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,#0B2265,#A71930,Pistol Power Spread,0.4394716031147341,0.1421693981875255,0.0,0.3960326217120074,0.1517639902676399,0.8837727310860466,0.0916666666666667,44958791.0,273.0,5011.0,23.0,10.0,301.0,3228.0,15.0,13.0,170.0,424.0,1783.0,13.0,4.2,104.0,112.0,928.0,27.9,12.0,31.0,30.0,21.0,28.0,32.0,21.0,25.0,17.0,23.0,20.0,31.0,22.0
NYJ,New York Jets,0.6501937984496124,0.7257751937984496,0.0823643410852713,0.7687595712098009,0.1607963246554364,0.1944869831546707,0.7350689127105666,0.0268256333830104,0.2922535211267605,0.0134574063122272,-0.0610808096826076,5.688311576843262,0.703601108033241,0.2825484764542936,4.933025360107422,5.281064987182617,5.928571224212647,4.708333492279053,7.19523811340332,6.785831928253174,AFC,AFC East,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,#003F2D,#000000,Air Raid,0.348326845106964,0.4769109495735384,0.0827138288647899,0.3910974586824241,0.1770083102493077,0.4705160633335871,0.177894736842105,30176437.0,338.0,5275.0,19.0,8.0,314.0,3714.0,31.0,11.0,201.0,363.0,1561.0,8.0,4.3,83.0,137.0,1134.0,34.1,10.4,24.0,24.0,11.0,16.0,6.0,11.0,10.0,16.0,31.0,30.0,24.0,16.0
PHI,Philadelphia Eagles,0.4713656387665198,0.801762114537445,0.2405286343612334,0.7545638945233266,0.152129817444219,0.127789046653144,0.7789046653144016,0.0785046728971962,0.4939759036144578,0.1143923550844192,0.1137430295348167,5.181518077850342,0.7666666666666667,0.2183333333333333,5.848936080932617,5.83843994140625,5.649350643157959,4.296296119689941,6.753246784210205,7.794183254241943,NFC,NFC East,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,#004C54,#A5ACAF,Spread Option,0.0,0.384650652671034,0.6993718756961715,0.0640969162995593,0.3040969162995591,0.0,0.0640969162995593,11407273.0,463.0,6242.0,15.0,9.0,360.0,3194.0,24.0,6.0,168.0,621.0,3048.0,29.0,4.9,164.0,103.0,793.0,44.5,6.6,7.0,8.0,6.0,29.0,12.0,3.0,26.0,5.0,2.0,2.0,8.0,4.0
PIT,Pittsburgh Steelers,0.530316742081448,0.5610859728506787,0.2262443438914027,0.7440585009140768,0.1627056672760511,0.149908592321755,0.7568555758683729,0.0665529010238907,0.4357142857142857,-0.0081316195428371,-0.0613439716398716,5.146417617797852,0.7649325626204239,0.2235067437379576,4.609755992889404,5.529891490936279,5.740087985992432,1.5,7.370044231414795,7.957661151885986,AFC,AFC North,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,#000000,#FFB612,Run Power,0.213574572305786,0.2626107150475483,0.3520063825830992,0.2409502262443437,0.7724877298938844,0.0,0.4835745723057859,41716775.0,380.0,5430.0,17.0,11.0,318.0,3264.0,21.0,6.0,158.0,533.0,2166.0,14.0,4.1,122.0,102.0,823.0,39.6,8.6,16.0,23.0,10.0,27.0,20.0,3.0,32.0,20.0,11.0,19.0,14.0,10.0
SEA,Seattle Seahawks,0.6452540747842761,0.7574304889741131,0.2109300095877277,0.7453703703703703,0.1666666666666666,0.2268518518518518,0.6851851851851852,0.0371471025260029,0.294314381270903,-0.0152482446283102,-0.0554020032286644,5.18159818649292,0.7486486486486487,0.2324324324324324,5.410087585449219,6.075301170349121,5.399038314819336,2.8421051502227783,7.855769157409668,6.96446704864502,NFC,NFC West,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,#002244,#69be28,Air Raid,0.1642377756471716,0.5980615643365463,0.241126795646617,0.1498171319835067,0.3412648026741987,0.3613415806891634,0.0169404783498744,64109716.0,375.0,5647.0,24.0,8.0,329.0,4020.0,21.0,16.0,211.0,383.0,1627.0,17.0,4.2,88.0,119.0,987.0,35.2,9.9,18.0,14.0,24.0,8.0,20.0,25.0,6.0,17.0,28.0,11.0,22.0,13.0
SF,San Francisco 49ers,0.576271186440678,0.5772128060263654,0.0282485875706214,0.7535460992907801,0.1808510638297872,0.25177304964539,0.6826241134751773,0.0784313725490196,0.3703703703703703,0.1138617619872093,0.0121979713439941,5.269340991973877,0.7044444444444444,0.2888888888888888,6.788008689880371,5.978979110717773,5.959183692932129,4.75,6.994897842407227,8.593928337097168,NFC,NFC West,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,#AA0000,#B3995D,Shanahan Wide Zone,0.4815710798842411,0.1333333333333335,0.071186440677966,0.2211864406779661,0.5895400312268704,0.0788135593220338,0.8819157966822315,20424314.0,389.0,6397.0,27.0,11.0,352.0,4234.0,23.0,16.0,204.0,457.0,2163.0,17.0,4.7,120.0,111.0,843.0,41.7,13.7,13.0,4.0,27.0,4.0,13.0,25.0,9.0,6.0,12.0,11.0,12.0,27.0
TB,Tampa Bay Buccaneers,0.5817051509769094,0.6092362344582594,0.0532859680284191,0.7814029363784666,0.1484502446982055,0.199021207177814,0.7308319738988581,0.0641221374045801,0.3795013850415512,0.1755761951208114,0.0709361210465431,5.975490093231201,0.7133757961783439,0.2738853503184713,6.389112949371338,5.994350433349609,6.6589860916137695,4.928571224212647,7.0506911277771,6.9614033699035645,NFC,NFC South,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,#A71930,#322F2B,West Coast McVay,0.5702673682988393,0.0472527472527469,0.0548845470692716,0.3724617990929208,0.5574237939583585,0.1837863971244442,0.5572327111558102,2907345.0,502.0,6793.0,23.0,7.0,395.0,4257.0,41.0,16.0,224.0,483.0,2536.0,16.0,5.3,137.0,108.0,839.0,48.1,12.7,4.0,3.0,21.0,3.0,2.0,25.0,3.0,2.0,4.0,14.0,4.0,23.0
TEN,Tennessee Titans,0.5785512699905927,0.7111947318908749,0.0724365004703668,0.7302405498281787,0.1752577319587628,0.1993127147766323,0.7061855670103093,0.0536585365853658,0.4057971014492754,-0.123455099761486,-0.1065473780035972,4.752976417541504,0.7142857142857143,0.2633928571428571,5.0719099044799805,4.915452003479004,5.558139324188232,1.60869562625885,7.497674465179443,8.113851547241211,AFC,AFC South,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,#002244,#4B92DB,West Coast,0.3782545357352173,0.3206382979449459,0.101651154639834,0.6101612015059469,0.4893461900282222,0.2883488453601659,0.3325604757425076,61961553.0,311.0,5172.0,34.0,13.0,309.0,3317.0,22.0,21.0,164.0,450.0,1855.0,11.0,4.1,112.0,132.0,1030.0,30.4,16.8,27.0,26.0,31.0,26.0,16.0,31.0,30.0,20.0,19.0,25.0,29.0,32.0
WAS,Washington Commanders,0.5586975149957155,0.8586118251928021,0.583547557840617,0.765625,0.140625,0.2361111111111111,0.6701388888888888,0.1165644171779141,0.4450867052023121,0.1273588687181472,0.1525721102952957,5.169863224029541,0.6601941747572816,0.3320388349514563,5.5,5.7868852615356445,6.073394298553467,9.8695650100708,6.738532066345215,7.649425506591797,NFC,NFC East,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,#5A1414,#FFB612,Air Raid,0.3401702148900593,0.011111111111111,0.2454797453859181,0.2739074550128536,0.2942958045274167,0.0260925449871464,0.3102181346245041,83696959.0,485.0,6284.0,16.0,7.0,380.0,3665.0,29.0,9.0,192.0,526.0,2619.0,25.0,5.0,154.0,111.0,960.0,50.0,8.0,5.0,7.0,8.0,17.0,9.0,7.0,14.0,4.0,3.0,4.0,2.0,6.0
LGAVG,,0.5854749431477264,0.680189750903836,0.1155807191492985,0.7545110871493115,0.1722679026877001,0.2030430027750518,0.7237359870619597,0.0528686458793606,0.3751780923801722,0.0302897022047545,-0.017531749617774,5.307609289884567,0.728251548011128,0.2608728076462344,5.602395549416542,5.530466437339783,5.368409372866154,4.926751505583525,7.011685788631439,7.725746333599091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
