Name,Position,Age,YOE,Prev Team,AAV,Type
Michael Burton,FB,32.9,10.0,DEN,1210000,UFA
Nick Vigil,OLB,31.4,9.0,DAL,1210000,UFA
Teddy Bridgewater,QB,32.2,10.0,DET,1210000,UFA
Allen Robinson,WR,31.4,11.0,DET,1210000,UFA
Ezekiel Turner,OLB,28.6,7.0,DET,1210000,UFA
Brandon McManus,K,33.5,11.0,GB,1210000,UFA
Mark Glowinski,G,32.7,9.0,IND,1210000,UFA
Ronnie Harrison,S,27.8,7.0,IND,1210000,UFA
Kareem Hunt,RB,29.4,8.0,KC,1210000,UFA
Eli Apple,CB,29.4,9.0,LAC,1210000,UFA
Tony Jefferson,SS,33.0,10.0,LAC,1210000,UFA
Jake McQuaide,LS,37.1,14.0,MIA,1210000,UFA
Chris Hubbard,RT,33.8,11.0,NYG,1210000,UFA
Jalen Mills,CB,30.8,9.0,NYJ,1210000,UFA
Tashaun Gipson,FS,34.4,13.0,SF,1210000,UFA
Pat O'Donnell,P,33.9,10.0,SF,1210000,UFA
Artie Burns,CB,29.7,9.0,SEA,1210000,UFA
Shaquil Barrett,OLB,32.2,9.0,TB,1210000,UFA
Troy Hill,CB,33.4,9.0,TB,1210000,UFA
Sterling Shepard,WR,31.9,9.0,TB,1210000,UFA
Justin Hardee,CB,30.9,8.0,TEN,1210000,UFA
Daryl Worley,CB,29.9,9.0,TEN,1210000,UFA
Nick Bellore,FB,35.7,14.0,WAS,1210000,UFA
Sheldon Day,DT,30.5,8.0,WAS,1210000,UFA
Ben Cleveland,G,26.4,4.0,BAL,1205134,UFA
Robert Hainsey,C,26.4,4.0,TB,1201593,UFA
Deandre Carter,WR,31.8,7.0,CHI,1200000,UFA
Elijah Molden,CB,26.0,4.0,LAC,1196463,UFA
Ifeatu Melifonwu,CB,25.7,4.0,DET,1196463,UFA
Ernest Jones,LB,25.2,4.0,SEA,1196463,UFA
Brandon Stephens,CB,27.1,4.0,BAL,1196463,UFA
Baron Browning,LB,25.9,5.0,ARI,1196463,UFA
Matt Pryor,G,30.1,7.0,CHI,1175000,UFA
Larrell Murchison,DT,27.8,5.0,LAR,1175000,UFA
Cam Akers,RB,25.6,4.0,MIN,1175000,UFA
Dan Skipper,T,30.3,6.0,DET,1150000,UFA
Reid Ferguson,LS,30.8,8.0,BUF,1147500,UFA
Adam Prentice,FB,28.0,4.0,NO,1130000,UFA
Tyler Johnson,WR,26.4,4.0,LAR,1130000,UFA
Trayvon Mullen,CB,27.3,5.0,BAL,1125000,UFA
Bryce Hall,CB,27.2,5.0,TB,1125000,UFA
Bradley Bozeman,C,30.2,7.0,LAC,1125000,UFA
Hakeem Adeniji,G,27.1,5.0,CLE,1125000,UFA
David Moore,WR,30.0,6.0,CAR,1125000,UFA
Hayden Hurst,TE,31.4,7.0,LAC,1125000,UFA
Jeff Driskel,QB,31.8,8.0,WAS,1125000,UFA
Jeremy McNichols,RB,29.1,4.0,WAS,1125000,UFA
Mykal Walker,OLB,27.4,5.0,WAS,1125000,UFA
Troy Reeder,LB,30.3,6.0,LAR,1125000,UFA
Andre Dillard,T,29.2,6.0,GB,1125000,UFA
Oshane Ximines,OLB,28.1,5.0,NE,1125000,UFA
Justin Herron,T,29.2,5.0,NO,1125000,UFA
Elijah Riley,CB,26.6,5.0,NYG,1125000,UFA
Mecole Hardman,WR,26.8,6.0,KC,1125000,UFA
Ben Niemann,LB,29.5,7.0,DET,1125000,UFA
Teair Tart,DT,27.9,5.0,LAC,1125000,UFA
Darnay Holmes,CB,26.6,5.0,LV,1125000,UFA
Ben Bartch,G,26.5,5.0,SF,1125000,UFA
D'Onta Foreman,RB,28.8,8.0,CLE,1125000,UFA
Trayveon Williams,RB,27.2,6.0,CIN,1125000,UFA
Brett Rypien,QB,28.5,5.0,MIN,1125000,UFA
Oren Burks,ILB,29.8,7.0,PHI,1125000,UFA
Julian Okwara,OLB,27.1,6.0,ARI,1125000,UFA
Khaleke Hudson,ILB,27.1,5.0,CLE,1125000,UFA
Michael Ford,CB,29.4,7.0,CLE,1125000,UFA
Marquez Valdes-Scantling,WR,30.2,7.0,NO,1125000,UFA
Devin White,ILB,26.9,6.0,HOU,1125000,UFA
Mike Edwards,S,28.7,6.0,TB,1125000,UFA
Jackson Barton,LT,29.4,5.0,ARI,1125000,UFA
Michael Palardy,P,32.5,7.0,ARI,1125000,UFA
Demone Harris,DE,29.1,5.0,ATL,1125000,UFA
Kevin King,CB,29.7,6.0,ATL,1125000,UFA
Kristian Welch,ILB,28.1,5.0,BAL,1125000,UFA
Adrian Colbert,S,31.2,5.0,CHI,1125000,UFA
Byron Cowart,DT,28.7,5.0,CHI,1125000,UFA
Tarvarius Moore,S,28.4,6.0,CHI,1125000,UFA
Tony Brown,CB,28.5,6.0,CLE,1125000,UFA
Geron Christian,LT,28.3,7.0,CLE,1125000,UFA
James Proche,WR,28.3,5.0,CLE,1125000,UFA
Mike Boone,RB,29.6,7.0,CAR,1125000,UFA
Lonnie Johnson,CB,27.7,6.0,CAR,1125000,UFA
DeShawn Williams,DT,32.1,6.0,CAR,1125000,UFA
Zach Cunningham,ILB,30.1,8.0,DEN,1125000,UFA
Carl Lawson,DE,29.6,8.0,DAL,1125000,UFA
Amani Oruwariye,CB,28.9,5.0,DAL,1125000,UFA
Carlos Watkins,DE,31.1,8.0,DAL,1125000,UFA
Al-Quadin Muhammad,DE,29.8,7.0,DET,1125000,UFA
Pat O'Connor,DE,31.2,6.0,DET,1125000,UFA
Tim Patrick,WR,31.2,7.0,DET,1125000,UFA
Irv Smith,TE,26.4,5.0,HOU,1125000,UFA
David Long,CB,26.9,6.0,IND,1125000,UFA
Josiah Deguara,TE,27.9,5.0,JAX,1125000,UFA
Neville Gallimore,DE,28.0,5.0,LAR,1125000,UFA
Ahkello Witherspoon,CB,29.8,8.0,LAR,1125000,UFA
Sam Mustipher,C,28.4,5.0,LAC,1125000,UFA
Shaq Quarterman,LB,27.2,5.0,LAC,1125000,UFA
Jalen Reagor,WR,26.0,5.0,LAC,1125000,UFA
Tyus Bowser,OLB,29.7,7.0,MIA,1125000,UFA
Matt Dickerson,DT,29.2,5.0,MIA,1125000,UFA
Tyler Huntley,QB,26.9,5.0,MIA,1125000,UFA
Lester Cotton,G,28.9,3.0,NE,1125000,RFA
Ugo Amadi,S,27.7,6.0,NO,1125000,UFA
Dante Pettis,WR,29.2,7.0,NO,1125000,UFA
Tim Boyle,QB,30.2,6.0,NYG,1125000,UFA
Ty Summers,ILB,29.1,6.0,NYG,1125000,UFA
Armon Watts,DT,28.5,6.0,NYG,1125000,UFA
Sam Eguavoen,OLB,31.9,6.0,NYJ,1125000,UFA
Greg Joseph,K,30.4,6.0,NYJ,1125000,UFA
Kendall Sheffield,CB,28.7,4.0,NYJ,1125000,UFA
Jack Driscoll,G,27.8,5.0,PHI,1125000,UFA
Nick Gates,C,29.2,7.0,PHI,1125000,UFA
Calvin Anderson,LT,28.8,6.0,PIT,1125000,UFA
James Pierre,CB,28.3,5.0,PIT,1125000,UFA
Max Scharping,G,28.4,6.0,PIT,1125000,UFA
Charlie Heck,RT,28.2,5.0,SF,1125000,UFA
Luke Gifford,ILB,29.4,6.0,TEN,1125000,UFA
Josh Kelley,RB,27.2,5.0,TEN,1125000,UFA
Corey Levin,C,30.4,6.0,TEN,1125000,UFA
Nick Vannett,TE,31.8,9.0,TEN,1125000,UFA
Zane Gonzalez,K,29.7,7.0,WAS,1125000,UFA
Jalyn Holmes,DE,29.0,5.0,WAS,1125000,UFA
Austin Seibert,K,28.2,4.0,WAS,1125000,UFA
Craig Reynolds,RB,28.6,3.0,DET,1080000,RFA
Jay Tufele,DT,25.5,4.0,CIN,1076422,UFA
Tyler Davis,TE,27.8,5.0,GB,1075000,UFA
James Hudson,RT,25.7,4.0,CLE,1068104,UFA
Greg Dortch,WR,26.7,6.0,ARI,1067500,UFA
Cameron Sample,DE,25.3,4.0,CIN,1067036,UFA
Derrick Barnes,LB,25.7,4.0,DET,1065301,UFA
Drew Dalman,C,26.2,4.0,ATL,1064180,UFA
Bobby Brown,DT,24.4,4.0,LAR,1059133,UFA
Chris Rumph II,DE,26.2,4.0,LAC,1058386,UFA
Isaiah Rodgers,CB,27.0,4.0,PHI,1055000,UFA
Malik Taylor,WR,29.1,4.0,NYJ,1055000,UFA
Nsimba Webster,WR,29.0,4.0,CHI,1055000,UFA
Simi Fehoko,WR,27.2,4.0,LAC,1055000,UFA
Netane Muti,G,25.8,4.0,DET,1055000,UFA
Curtis Robinson,ILB,26.6,3.0,SF,1055000,RFA
Trey Sermon,RB,26.0,4.0,IND,1055000,UFA
Marlon Davidson,DT,26.7,4.0,TEN,1055000,UFA
Harrison Hand,CB,26.2,3.0,ATL,1055000,RFA
Marlon Tuipulotu,DT,25.7,4.0,KC,1055000,UFA
James Lynch,DT,26.0,5.0,TEN,1055000,UFA
Jack Stoll,TE,27.0,4.0,MIA,1055000,UFA
Naquan Jones,DT,26.9,5.0,ARI,1055000,UFA
Josh Woods,LB,28.5,5.0,ATL,1055000,UFA
Jake Curhan,RT,26.9,4.0,CHI,1055000,UFA
Scott Daly,LS,30.9,4.0,CHI,1055000,UFA
Darrynton Evans,RB,26.5,5.0,CHI,1055000,UFA
Collin Johnson,WR,27.3,4.0,CHI,1055000,UFA
John Kelly,RB,28.2,1.0,CLE,1055000,ERFA
Caleb Farley,CB,26.2,4.0,CAR,1055000,UFA
Cam Gill,OLB,27.1,5.0,CAR,1055000,UFA
Dan Chisena,WR,27.9,3.0,CAR,1055000,RFA
Jonah Williams,DE,29.4,4.0,DET,1055000,UFA
Anthony Pittman,ILB,28.2,3.0,DET,1055000,RFA
Robert Rochell,CB,26.8,4.0,GB,1055000,UFA
Myles Bryant,CB,27.0,5.0,HOU,1055000,UFA
Ka'dar Hollman,CB,30.3,4.0,HOU,1055000,UFA
Blake Hance,G,29.0,4.0,JAX,1055000,UFA
Jody Fortson,TE,29.1,4.0,KC,1055000,UFA
Terrace Marshall,WR,24.6,4.0,LV,1055000,UFA
Jackson Carman,LT,25.0,4.0,MIA,1055000,UFA
D'Wayne Eskridge,WR,27.8,4.0,MIA,1055000,UFA
Shemar Jean-Charles,CB,26.6,4.0,NO,1055000,UFA
Shane Lemieux,C,27.7,5.0,NO,1055000,UFA
Ihmir Smith-Marsette,WR,25.4,4.0,NYG,1055000,UFA
Jamin Davis,OLB,26.1,4.0,NYJ,1055000,UFA
Jake Hanson,G,27.8,4.0,NYJ,1055000,UFA
Kene Nwangwu,RB,26.9,4.0,NYJ,1055000,UFA
Ben Skowronek,WR,27.6,4.0,PIT,1055000,UFA
Patrick Taylor,RB,26.8,4.0,SF,1055000,UFA
John Bates,TE,27.2,4.0,WAS,1050604,UFA
Camryn Bynum,FS,26.5,4.0,MIN,1049453,UFA
Kylen Granson,TE,26.8,4.0,IND,1046592,UFA
Dan Moore,T,26.3,4.0,PIT,1044476,UFA
Tylan Wallace,WR,25.7,4.0,BAL,1041341,UFA
Tre Brown,CB,27.3,4.0,SEA,1030166,UFA
Juwann Winfree,WR,28.3,4.0,IND,1010000,UFA
Roy Lopez,DT,27.4,5.0,ARI,1002500,UFA
Andre Chachere,S,28.9,3.0,ARI,1002500,RFA
Zayne Anderson,S,28.0,2.0,GB,997500,ERFA
Garret Wallow,LB,26.0,4.0,TEN,997500,UFA
D'ante Smith,T,26.6,4.0,CIN,994836,UFA
Royce Newman,G,27.4,4.0,TB,994836,UFA
Malik Herring,DE,27.2,3.0,KC,985000,RFA
Theo Jackson,CB,26.2,3.0,MIN,985000,RFA
Britain Covey,WR,27.8,3.0,PHI,985000,RFA
Chris Williams,DT,26.6,3.0,CHI,985000,RFA
Quinton Bell,OLB,28.7,3.0,MIA,985000,RFA
Anthony Schwartz,WR,24.3,3.0,MIA,985000,RFA
Christian Matthew,CB,28.2,3.0,BAL,985000,RFA
Liam McCullough,LS,27.6,3.0,ATL,985000,RFA
Ronnie Rivers,RB,26.0,3.0,LAR,985000,RFA
Cal Adomitis,LS,26.5,3.0,CIN,985000,RFA
Ryan Neuzil,C,27.5,3.0,ATL,985000,RFA
Nathan Landman,ILB,26.2,3.0,ATL,985000,RFA
Foster Sarell,T,26.4,3.0,LAC,985000,RFA
Quintin Morris,TE,26.0,3.0,BUF,985000,RFA
Julius Chestnut,RB,24.2,3.0,TEN,985000,RFA
Raheem Blackshear,RB,26.6,3.0,CAR,985000,RFA
Jack Gibbens,LB,26.2,2.0,TEN,985000,ERFA
Ar'Darius Washington,S,25.2,3.0,BAL,985000,RFA
Nazeeh Johnson,CB,26.5,3.0,KC,985000,RFA
Jack Cochrane,LB,25.9,3.0,KC,985000,RFA
Christian Elliss,DE,26.0,3.0,NE,985000,RFA
Zach Thomas,G,26.7,3.0,HOU,985000,RFA
Jaelon Darden,WR,26.0,3.0,SEA,985000,RFA
Desmond Ridder,QB,25.4,3.0,LV,985000,RFA
Stephen Carlson,TE,28.1,4.0,CHI,985000,UFA
Bailey Zappe,QB,25.8,3.0,CLE,985000,RFA
Michael Dwumfour,DT,27.0,1.0,CLE,985000,ERFA
Cade York,K,24.0,2.0,CIN,985000,ERFA
Feleipe Franks,QB,27.1,4.0,CAR,985000,UFA
Velus Jones,WR,27.7,3.0,CAR,985000,RFA
Cade Mays,G,25.8,3.0,CAR,985000,RFA
Deven Thompkins,WR,25.1,3.0,CAR,985000,RFA
Myles Adams,DE,26.8,3.0,DET,985000,RFA
Shane Zylstra,TE,28.2,3.0,DET,985000,RFA
John FitzPatrick,TE,24.8,3.0,GB,985000,RFA
Joe Giles-Harris,ILB,27.8,1.0,JAX,985000,ERFA
Peyton Hendershot,TE,25.8,3.0,KC,985000,RFA
Keith Taylor,CB,26.2,3.0,KC,985000,RFA
Sam Webb,CB,26.7,2.0,LV,985000,ERFA
Zach Carter,DT,25.8,3.0,LV,985000,RFA
Bruce Hector,DT,30.2,3.0,NYJ,985000,RFA
Josh Jobe,CB,26.8,3.0,SEA,985000,RFA
Eric Banks,DE,27.0,4.0,TB,985000,UFA
Ryan Neal,SS,29.1,4.0,TB,985000,UFA
Kyle Hinton,G,26.9,3.0,ATL,977500,RFA
Luke Farrell,TE,26.2,4.0,JAX,959505,UFA
Jamien Sherwood,ILB,25.0,4.0,NYJ,958714,UFA
Ta'Quon Graham,DT,26.1,4.0,ATL,957653,UFA
Kenneth Gainwell,RB,25.8,4.0,PHI,953882,UFA
Larry Borom,T,25.8,4.0,CHI,953270,UFA
Jaylon Moore,LT,27.5,4.0,SF,950758,UFA
Isaiahh Loudermilk,DE,27.2,4.0,PIT,950072,UFA
Brenden Jaimes,OL,25.7,4.0,LAC,949445,UFA
Tommy Doyle,T,26.7,4.0,BUF,948931,UFA
Darrick Forrest,S,25.7,4.0,WAS,947768,UFA
Nate Hobbs,CB,25.6,4.0,LV,945763,UFA
Chazz Surratt,LB,27.9,3.0,NYJ,942500,RFA
Tedarrell Slaton,DT,27.2,4.0,GB,940130,UFA
Jason Pinnock,FS,25.6,4.0,NYG,937613,UFA
K.J. Britt,LB,25.6,4.0,TB,936574,UFA
Talanoa Hufanga,S,25.9,4.0,SF,930038,UFA
Avery Williams,RB,30.3,4.0,ATL,930038,UFA
Nephi Sewell,OLB,26.1,2.0,NO,927500,ERFA
Mike Brown,S,25.8,2.0,TEN,927500,ERFA
Kion Smith,T,26.2,2.0,MIA,927500,ERFA
Joey Blount,S,26.2,4.0,ARI,927500,RFA
Brock Hoffman,C,25.5,2.0,DAL,927500,ERFA
D.J. Turner,WR,28.0,3.0,LV,927500,RFA
Janarius Robinson,DE,26.7,4.0,LV,927500,UFA
J.J. Russell,LB,26.2,3.0,TB,927500,RFA
Chandler Wooten,ILB,26.8,2.0,CAR,927500,ERFA
Nick Niemann,ILB,27.1,4.0,LAC,923501,UFA
Elijah Mitchell,RB,26.7,4.0,SF,915892,UFA
Bo Melton,WR,25.7,1.0,GB,915000,ERFA
Brady Russell,TE,26.4,2.0,SEA,915000,ERFA
Daniel Hardy,DE,26.1,2.0,CHI,915000,ERFA
Bill Murray,DT,27.5,1.0,CHI,915000,ERFA
De’Shaan Dixon,OLB,26.1,2.0,JAX,915000,ERFA
Esezi Otomewo,DE,26.1,1.0,JAX,915000,ERFA
Doug Kramer,C,26.6,3.0,CHI,915000,RFA
Dalton Keene,TE,25.8,3.0,HOU,915000,RFA
Ryan McCollum,C,26.8,2.0,PIT,915000,ERFA
Arron Mosby,LB,25.8,2.0,GB,915000,ERFA
Jeremiah Moon,OLB,25.4,2.0,PIT,915000,ERFA
Jake Tonges,TE,25.5,2.0,SF,915000,ERFA
Alex Austin,CB,23.7,2.0,NE,915000,ERFA
Mike Caliendo,G,27.2,2.0,KC,915000,ERFA
Daniel Whelan,P,25.9,2.0,GB,915000,ERFA
Emanuel Wilson,RB,25.7,2.0,GB,915000,ERFA
Carter O'Donnell,G,26.1,3.0,ARI,915000,RFA
Josh Ross,ILB,25.2,2.0,SEA,915000,ERFA
Ameer Speed,CB,24.2,2.0,CHI,915000,ERFA
Jonathan Ford,DT,26.3,1.0,CHI,915000,ERFA
Blake Whiteheart,TE,24.8,2.0,CLE,915000,ERFA
Raequan Williams,DT,27.9,2.0,CAR,915000,ERFA
Tucker Fisk,TE,26.0,2.0,LAC,915000,ERFA
Ben Brown,G,26.7,2.0,NE,915000,ERFA
Tomon Fox,OLB,26.8,2.0,NYG,915000,ERFA
Divaad Wilson,CB,25.0,2.0,NYG,915000,ERFA
Alex Barrett,DE,30.8,1.0,SF,915000,ERFA
Jalen Graham,ILB,24.0,2.0,SF,915000,ERFA
Sam Okuayinonu,DE,26.7,2.0,SF,915000,ERFA
Cody White,WR,26.2,2.0,SEA,915000,ERFA
Kaevon Merriweather,S,25.1,2.0,TB,915000,ERFA
Chris Rodriguez Jr.,RB,24.3,2.0,WAS,915000,ERFA
Brandin Echols,CB,27.2,4.0,NYJ,913546,UFA
Chris Evans,RB,27.2,4.0,CIN,913222,UFA
Landon Young,T,27.4,4.0,NO,912445,UFA
Stone Forsythe,T,27.1,4.0,SEA,911656,UFA
Victor Dimukeje,OLB,25.2,5.0,ARI,910465,UFA
Damar Hamlin,S,26.8,4.0,BUF,910119,UFA
Khalil Herbert,RB,26.8,4.0,CIN,902677,UFA
Sam Ehlinger,QB,26.3,4.0,IND,902677,UFA
Isaiah McDuffie,OLB,25.5,4.0,GB,902677,UFA
Trey Smith,G,25.6,4.0,KC,902677,UFA
Israel Mukuamu,CB,25.2,4.0,DAL,902677,UFA
Trevor Nowaske,ILB,26.2,2.0,DET,898333,ERFA
Patrick Johnson,OLB,26.0,4.0,NYG,896469,UFA
Irvin Charles,WR,27.8,2.0,NYJ,892500,ERFA
Chance Campbell,ILB,25.2,2.0,TEN,892500,RFA
Will Fries,G,26.8,4.0,IND,891344,UFA
Grant Stuard,OLB,26.2,4.0,IND,889061,UFA
Cole Van Lanen,G,26.8,3.0,JAX,882500,RFA
Quinn Bailey,T,29.2,4.0,DEN,882500,UFA
Josh Blackwell,CB,25.8,3.0,CHI,870000,RFA
Trevor Denbow,S,26.4,3.0,IND,870000,RFA
Micah Abernathy,S,27.9,2.0,ATL,870000,ERFA
Xavier Newman-Johnson,G,25.4,2.0,NYJ,867500,ERFA
Kader Kohou,CB,26.2,3.0,MIA,863333,RFA
Kurt Hinish,DT,25.8,3.0,HOU,861667,RFA
Markquese Bell,S,26.0,3.0,DAL,858333,RFA
Jaylen Warren,RB,26.2,3.0,PIT,857333,RFA
Dee Alford,S,27.2,3.0,ATL,856833,RFA
Jordan Mason,RB,25.7,3.0,SF,856667,RFA
Wesley French,C,28.2,3.0,IND,856667,RFA
Tony Adams,FS,26.0,3.0,NYJ,856667,RFA
Luke Masterson,OLB,27.0,3.0,LV,856667,RFA
Ryan Stonehouse,P,25.7,3.0,TEN,856667,RFA
D’Anthony Bell,S,28.2,3.0,CLE,855833,RFA
Jake Hansen,OLB,26.6,3.0,HOU,855833,RFA
Jack Sanborn,LB,24.5,3.0,CHI,855833,RFA
Stone Smartt,TE,26.2,3.0,LAC,855000,RFA
Jake Hummel,ILB,26.0,3.0,LAR,855000,RFA
Ryan Wright,P,24.6,3.0,MIN,855000,RFA
Jaylon Jones,S,27.2,3.0,CHI,854167,RFA
Tim Jones,WR,26.8,3.0,JAX,853333,RFA
Kavontae Turpin,WR,28.4,3.0,DAL,853333,RFA
Mitchell Fraboni,LS,28.2,3.0,DEN,853333,RFA
Alec Anderson,T,25.2,2.0,BUF,836750,ERFA
Juanyeh Thomas,S,24.6,2.0,DAL,832500,ERFA
LaBryan Ray,DT,27.1,2.0,CAR,832500,ERFA
Tommy DeVito,QB,26.4,2.0,NYG,832500,ERFA
Travis Vokolek,TE,26.6,1.0,ARI,832500,ERFA
Lucas Krull,TE,26.5,2.0,DEN,832500,ERFA
Ben VanSumeren,LB,24.7,2.0,PHI,832500,ERFA
Otis Reese,LB,26.5,2.0,TEN,832500,ERFA
Keondre Coburn,DT,24.7,2.0,TEN,832500,ERFA
Tyrus Wheat,DE,25.1,2.0,DAL,832500,ERFA
Cameron Goode,OLB,26.8,1.0,MIA,832500,ERFA
Jeremiah Pharms,DT,28.2,2.0,NE,832500,ERFA
Andrew Rupcich,T,25.8,1.0,TEN,832500,ERFA
Ja’Quan McMillian,CB,24.6,2.0,DEN,830000,ERFA
Douglas Coleman,S,26.6,1.0,CHI,795000,ERFA
Jaxson Kirkland,G,26.5,1.0,CIN,795000,ERFA
Jordan Jackson,DT,27.0,1.0,DEN,795000,ERFA
Devon Key,S,26.8,1.0,DEN,795000,ERFA
Dyontae Johnson,LB,24.3,1.0,NYG,795000,ERFA
Kadeem Telfort,T,26.2,1.0,GB,795000,ERFA
Owen Wright,RB,25.9,1.0,BAL,795000,ERFA
Michael Niese,T,27.0,1.0,DET,795000,ERFA
JaQuae Jackson,WR,25.0,1.0,NE,795000,ERFA
Ryan Rehkow,P,26.3,1.0,CIN,795000,ERFA
Ryan Coll,G,23.9,1.0,IND,795000,ERFA
Grant DuBose,WR,23.6,1.0,MIA,795000,ERFA
Demontrey Jacobs,LT,26.2,1.0,NE,795000,ERFA
Dylan McMahon,C,25.1,1.0,LAR,795000,ERFA
Robert Burns,FB,26.3,1.0,ATL,795000,ERFA
Winston Reid,OLB,25.4,1.0,CLE,795000,ERFA
Cam Grandy,TE,24.2,1.0,CIN,795000,ERFA
Dondrea Tillman,OLB,26.8,1.0,DEN,795000,ERFA
Mitchell Agude,DE,25.8,,DET,795000,ERFA
Connor Galvin,RT,24.8,1.0,DET,795000,ERFA
Matt Araiza,P,24.7,1.0,KC,795000,ERFA
Spencer Shrader,K,25.7,1.0,KC,795000,ERFA
Charles Snowden,DE,26.8,1.0,LV,795000,ERFA
Jalen Redmond,DE,25.8,1.0,MIN,795000,ERFA
Evan Anderson,DT,22.9,1.0,SF,795000,ERFA
Austen Pleasants,LT,27.4,,SF,795000,ERFA
Joshua Onujiogu,OLB,26.8,2.0,SEA,795000,ERFA
C.J. Brewer,DE,27.2,1.0,TB,795000,ERFA
Jesse Luketa,LB,26.0,3.0,ARI,787500,RFA
Isaiah Pola-Mao,S,25.6,3.0,LV,787500,RFA
Darrell Baker Jr.,CB,26.8,2.0,TEN,787500,ERFA
James Houston,OLB,26.2,2.0,CLE,787500,RFA
Jordan Meredith,G,27.0,2.0,LV,750000,ERFA
TK McLendon Jr.,DE,24.9,2.0,TEN,750000,ERFA
Kana’i Mauga,ILB,25.0,2.0,LV,750000,ERFA
Kayode Awosika,G,26.2,3.0,DET,705000,RFA
Kwon Alexander,ILB,30.4,10.0,DET,383400,UFA
Markus Bailey,OLB,27.8,5.0,ARI,302400,UFA
Kevon Seymour,CB,31.2,7.0,WAS,302400,UFA
Matthew Butler,DT,25.6,2.0,LV,0,ERFA
Teagan Quitoriano,TE,24.8,2.0,HOU,0,RFA
Greg Stroman,CB,28.8,5.0,NYG,0,UFA
Nick McCloud,CB,26.5,4.0,SF,0,UFA
Raekwon McMillan,ILB,29.2,8.0,TEN,0,UFA
Caden Sterns,S,25.2,4.0,PHI,,UFA
Lil’jordan Humphrey,WR,26.8,6.0,DEN,,UFA
Morice Norris,S,24.3,,DET,,ERFA
